"","y1.PC","y0.PC","y1.IP","y0.IP","box.ni.final"
"402232",24,18,34,24,0.399101779425126
"402237",13,23,31,19,0.833996271766553
"402247",13,22,31,18,0.830606832335456
"402250",10,24,29,11,0.314816089490287
"402253",15,18,38,15,0.6771564291325
"402254",11,16,34,9,0.453264612508266
"402255",25,17,35,23,0.325640148827162
"402256",9,20,33,14,0.447272978101967
"402257",12,17,33,8,0.419035577097317
"402261",22,20,40,18,0.546513264389316
"402262",9,25,32,24,0.550948230539718
"402266",9,20,32,13,0.425492034775806
"402267",24,18,44,12,0.354808288491627
"402268",8,18,35,13,0.370512921736511
"402275",9,18,33,10,0.33536798639814
"402276",9,17,35,11,0.389100556366435
"402277",21,18,42,13,0.461714721673882
"402279",15,16,39,12,0.563660431868838
"402284",16,14,37,7,0.369990529387725
"402286",13,23,32,20,0.83664775286436
"402290",12,20,32,14,0.692226159778704
"402293",11,20,33,18,0.756709624999193
"402295",21,21,40,18,0.61829534906357
"402297",15,27,32,24,0.888940662662645
"402300",10,26,29,17,0.492230305602196
"402303",15,22,32,19,0.868435515810066
"402308",10,18,34,12,0.499636330868954
"402310",13,18,35,14,0.697909457476187
"402317",11,31,19,39,0.632123581705151
"402319",24,18,27,31,0.389064539678969
"402331",10,28,29,19,0.482647841087112
"402377",13,22,33,22,0.882911682608639
"402382",11,31,29,29,0.590131665572655
"402387",15,27,16,42,0.936749315553286
"402390",26,16,22,36,0.204365910356394
"402396",8,34,29,29,0.3018590529852
"402419",17,25,14,44,0.850658608714368
"402466",10,29,29,24,0.544914671815762
"402472",24,18,37,21,0.393686024892001
"402481",5,21,31,13,0.10175033391361
"402498",12,30,30,26,0.672796945156788
"402517",12,25,28,17,0.705985562553398
"402518",10,22,32,22,0.719634976522165
"402528",18,23,37,20,0.814775228807158
"402529",13,20,31,14,0.752107549834192
"402530",10,28,29,21,0.514311814813154
"402541",14,23,30,19,0.877165066424939
"402543",17,21,39,19,0.78040507379436
"402551",11,18,34,13,0.613573419405699
"402558",12,28,28,22,0.710799856201306
"402560",13,28,29,22,0.766625285684801
"402577",12,21,31,16,0.756017647639113
"402580",11,19,34,18,0.761780013176281
"402581",6,21,32,13,0.151011606644594
"402585",12,28,31,25,0.716605126889979
"402587",9,20,34,19,0.629135189683623
"402589",15,17,39,15,0.656933101094099
"402591",10,16,36,8,0.329041244528513
"402592",10,27,29,20,0.533269283592043
"402593",23,19,39,19,0.472713897323232
"402594",9,28,30,23,0.454917459754594
"402595",16,21,34,17,0.800766669276598
"402600",15,20,33,14,0.736334250318944
"402601",12,20,32,18,0.817489613475724
"402602",9,27,30,20,0.429293213575577
"402603",14,19,34,17,0.793807110492501
"402607",16,18,34,10,0.569732885440773
"402609",9,21,32,12,0.357477854728484
"402612",15,17,36,12,0.602600573406424
"402613",9,23,33,19,0.512088422742895
"402621",15,21,32,16,0.805253541547721
"402624",10,21,32,17,0.635733191035394
"402627",8,18,33,11,0.335538636669214
"402628",12,21,31,14,0.668829859578819
"402630",9,26,30,17,0.383066392180863
"402634",15,20,37,20,0.831421444077328
"402636",16,26,34,24,0.925940853745367
"402640",9,16,35,10,0.388013635668781
"402647",11,31,17,41,0.6353254909214
"402670",12,30,16,42,0.72514867075618
"402677",12,30,17,41,0.728659559142103
"402700",15,27,14,44,0.907204018190159
"402706",13,23,29,17,0.806477465126336
"402713",25,17,25,33,0.299282717491732
"402722",22,20,17,41,0.44194205244805
"402744",9,24,32,19,0.485813418452811
"402747",9,26,31,22,0.486963909655715
"402755",10,31,30,27,0.493845966964399
"402810",23,19,38,20,0.474466105253734
"402812",11,27,31,25,0.685844083859798
"402827",25,17,30,28,0.320956718008873
"402828",14,19,32,15,0.772380776281659
"402850",12,27,29,22,0.741245536731499
"402851",18,21,38,19,0.751200959286815
"402873",11,22,29,12,0.525980092590726
"402890",11,16,37,16,0.723742136376447
"402892",14,22,34,22,0.89699479427303
"402893",11,21,31,17,0.722584139439284
"402894",12,21,33,20,0.833032065664217
"402900",14,26,31,23,0.871429840524023
"402902",5,32,29,28,0.147089250505134
"402906",12,19,34,19,0.826159259310268
"402909",13,20,32,15,0.76144046584569
"402911",13,19,32,12,0.649410076594999
"402913",9,18,34,13,0.472085049930718
"402914",6,24,31,17,0.191859615687613
"402916",13,18,34,13,0.681550934091966
"402917",9,24,30,15,0.396617494944477
"402921",12,23,32,21,0.800410432268748
"402925",19,21,37,17,0.706205530899636
"402929",12,24,30,18,0.735222338735491
"402931",17,23,36,22,0.870234056663326
"402937",16,20,34,16,0.758827241982239
"402938",8,21,31,12,0.289726023190562
"402946",11,25,30,18,0.630452345776865
"402949",12,22,30,16,0.730277894674527
"402951",21,21,41,17,0.603572812959259
"402953",8,21,30,11,0.260723179834888
"402954",17,16,38,11,0.501362380978687
"402960",11,17,34,14,0.685794503579935
"402962",6,20,32,12,0.156459337248679
"402968",16,18,37,15,0.69113487030321
"402969",13,18,35,16,0.760251894121823
"402981",12,30,18,40,0.727489133808001
"402993",27,15,26,32,0.180510689945512
"403007",20,22,15,43,0.592182480659636
"403016",24,18,19,39,0.299924733039825
"403041",24,18,25,33,0.382955479736495
"403048",24,18,36,22,0.396778563109561
"403077",23,19,20,38,0.414035919101375
"403104",14,26,33,25,0.885245288409639
"403109",6,28,33,25,0.21271025268496
"403110",14,25,31,22,0.875484688183733
"403121",9,33,26,32,0.423697382729428
"403159",10,25,29,20,0.600492568488691
"403175",8,27,30,21,0.361683631076778
"403178",8,22,33,19,0.46995288668869
"403180",7,23,32,16,0.262587650974472
"403186",13,22,30,17,0.809482631593481
"403188",15,20,32,15,0.777430983902093
"403189",23,19,37,21,0.475345123894076
"403193",14,20,32,16,0.815810468195688
"403203",11,23,30,16,0.626397267932539
"403205",9,23,32,18,0.498834606609636
"403206",15,22,33,20,0.885898956827079
"403221",10,25,32,23,0.626258609591735
"403224",10,25,29,18,0.557943494302442
"403233",10,30,30,28,0.530637448303601
"403241",12,22,31,17,0.743694765809477
"403246",10,24,29,15,0.497980680305529
"403247",8,28,29,17,0.258723715562793
"403248",14,17,35,14,0.690958720999981
"403253",16,20,36,16,0.741188801703366
"403257",5,19,34,14,0.134921295746716
"403263",9,20,34,15,0.485045076969236
"403265",14,25,29,18,0.838702222500418
"403268",21,21,40,16,0.599479776468569
"403271",17,23,36,20,0.838015958184193
"403273",10,20,33,19,0.724749486530154
"403274",11,20,31,12,0.558029704829965
"403276",9,19,35,17,0.586076859216625
"403278",5,23,30,12,0.0605843332450871
"403279",9,27,32,24,0.481625453262596
"403280",15,22,30,13,0.737333356595519
"403282",10,21,33,18,0.650837702329933
"403283",10,22,32,16,0.555401856652376
"403285",16,18,38,14,0.635285291460344
"403288",10,18,32,10,0.430777880826518
"403290",14,15,39,12,0.554038037731565
"403294",17,24,35,22,0.89261263586025
"403296",8,23,33,22,0.474298459783664
"403300",18,21,35,16,0.742660318524909
"403328",9,33,22,36,0.436082945071336
"403332",22,20,19,39,0.493962062922065
"403436",9,31,28,24,0.416203402515675
"403446",6,32,29,27,0.193826351339473
"403476",16,21,33,16,0.790185101699532
"403482",25,17,23,35,0.278736810889469
"403496",10,27,31,26,0.60338488815201
"403506",17,20,35,16,0.734828959102374
"403513",8,26,32,22,0.391430189540832
"403514",16,23,34,19,0.851173644235455
"403521",14,22,33,19,0.851350492791501
"403523",7,24,30,15,0.23583660759133
"403525",7,23,34,18,0.278887024989572
"403532",12,26,29,21,0.738837128708201
"403541",20,22,38,18,0.694981434089022
"403542",15,24,30,19,0.879123744412995
"403548",13,18,32,13,0.701322934588712
"403553",11,28,28,19,0.569471713735937
"403558",14,22,30,16,0.822645305896328
"403561",10,24,30,16,0.510373467954383
"403568",14,23,31,18,0.841300768305293
"403570",13,17,35,15,0.733084822602072
"403572",6,19,33,12,0.170563845865122
"403579",5,21,36,8,0.0154523117001851
"403581",12,24,30,20,0.786133872895039
"403583",13,16,35,10,0.538346303191836
"403585",8,17,34,11,0.349213365682573
"403593",6,17,36,11,0.167902806171207
"403599",16,24,34,22,0.899927624659376
"403601",13,21,30,14,0.734314812021621
"403602",19,23,37,19,0.774311564599298
"403606",10,19,34,15,0.611275245367136
"403607",13,19,36,20,0.845687996062854
"403611",17,22,35,18,0.801203902105565
"403613",15,19,35,15,0.723185935938414
"403624",13,23,29,13,0.655614540193072
"403625",8,21,32,13,0.304213035174441
"403626",18,21,37,18,0.745867824037071
"403627",12,20,33,15,0.708508982829886
"403655",10,32,16,42,0.537860804716913
"403665",18,24,15,43,0.7887928464169
"403666",15,27,12,46,0.853231455099837
"403670",8,27,30,19,0.32637555009595
"403719",24,18,31,27,0.399876742145324
"403724",15,21,36,20,0.84448143301067
"403781",10,28,31,27,0.587028180406881
"403784",8,27,31,22,0.367368920039675
"403800",8,28,29,21,0.343199709198901
"403821",12,24,29,17,0.730199352058632
"403831",10,22,32,18,0.634110890193825
"403841",23,19,40,18,0.469228570577537
"403854",15,22,31,16,0.822988987219581
"403858",14,25,30,21,0.869293791851908
"403862",10,20,32,10,0.362479645698283
"403876",9,25,31,19,0.473470892054837
"403881",10,29,30,25,0.54269631265806
"403887",9,24,32,21,0.533955470076477
"403888",13,23,33,23,0.882922321849608
"403901",14,28,30,24,0.844554705411718
"403904",24,18,41,17,0.385236874360329
"403906",13,26,32,25,0.839973742633204
"403908",11,19,33,15,0.687136927013593
"403911",13,17,36,14,0.697864693707443
"403913",7,24,35,22,0.331082065772431
"403915",5,21,34,10,0.035251880104527
"403916",19,20,40,17,0.65304563029341
"403920",11,19,34,16,0.718802304259863
"403923",11,14,36,9,0.455859072065176
"403928",12,18,33,13,0.65887107860119
"403932",16,19,34,13,0.673573465994909
"403933",10,27,30,21,0.541479116899251
"403935",14,23,28,15,0.80247541132155
"403939",13,21,32,16,0.773312611951032
"403942",10,23,30,13,0.431837121855464
"403950",11,17,34,12,0.591208246011633
"403953",14,22,32,20,0.887815738344971
"403957",26,16,37,21,0.256884007681956
"403999",7,35,16,42,0.284908747222695
"404048",8,32,29,27,0.336164079286388
"404110",11,26,32,25,0.699834626566766
"404112",12,23,33,22,0.805535796000838
"404128",8,31,30,27,0.351745896102463
"404140",8,24,29,13,0.25060912185805
"404160",13,19,35,17,0.787223672152077
"404162",12,28,29,23,0.712415497443249
"404168",13,20,31,12,0.652282814648935
"404169",13,25,29,21,0.831600999643471
"404175",15,21,36,18,0.808201626166689
"404180",10,25,31,22,0.625447119374519
"404184",11,21,30,12,0.534636056486885
"404186",17,23,35,19,0.828157141868103
"404198",10,29,27,20,0.491740387420362
"404208",9,24,33,22,0.537233582257863
"404213",11,27,32,26,0.681668375730395
"404215",10,21,31,14,0.550798233163086
"404223",8,26,30,16,0.27743446888548
"404234",5,26,27,14,0.0809639174656746
"404237",12,19,32,13,0.678820043719081
"404239",8,25,31,16,0.288276357534716
"404247",12,16,37,15,0.710176888076067
"404248",24,18,35,23,0.39755278195571
"404250",16,26,32,22,0.917840153055699
"404255",6,22,31,11,0.0923843570315317
"404256",9,22,32,17,0.511095781899737
"404261",12,24,33,25,0.829015262605814
"404264",9,26,32,23,0.491045295209671
"404265",11,21,33,5,0.111413481578809
"404267",6,20,33,11,0.109745343757019
"404269",14,24,34,24,0.896035696882917
"404271",25,17,26,32,0.304451217009706
"404276",15,22,32,17,0.834583963731379
"404277",6,24,30,14,0.134068399463949
"404283",15,21,32,14,0.745399140680269
"404285",8,24,32,18,0.36632517204499
"404381",21,21,15,43,0.491257398850215
"404414",25,17,32,26,0.324970419075428
"404424",14,22,31,17,0.832867643913246
"404465",11,26,29,20,0.651152827447942
"404492",14,20,31,13,0.715967676351696
"404494",15,19,32,12,0.685875212807997
"404502",9,23,32,20,0.546620683989549
"404512",20,20,39,15,0.604712467267275
"404514",6,22,32,14,0.151094926236275
"404517",11,26,30,21,0.650236761140816
"404532",12,20,31,13,0.654804584005788
"404533",12,27,31,24,0.743203010743221
"404537",12,28,30,24,0.708785516098495
"404551",12,19,33,14,0.688689011654995
"404563",9,23,29,11,0.2822626678024
"404565",5,18,35,12,0.109842090523007
"404566",9,19,33,9,0.251368934699087
"404582",12,17,36,17,0.781307623777349
"404588",15,17,35,13,0.649151090138797
"404589",9,15,37,13,0.546463920995784
"404590",19,21,36,14,0.651428799622067
"404592",13,22,30,15,0.765060619871335
"404593",5,25,31,17,0.106967390816449
"404595",15,17,33,9,0.528094756847631
"404597",11,25,29,19,0.660302830131325
"404613",8,22,33,15,0.323573919402748
"404614",6,26,30,16,0.137994849438252
"404615",11,25,32,24,0.72682577426682
"404618",15,17,35,11,0.582288316141536
"404619",12,17,36,15,0.702343946618478
"404680",23,19,23,35,0.453739115405424
"404685",17,25,12,46,0.764312434294672
"404704",9,30,30,27,0.453161318931941
"404719",24,18,22,36,0.34852626406313
"404727",13,28,30,25,0.788579449062587
"404754",12,21,32,19,0.825247050290625
"404761",9,33,25,33,0.428614837266013
"404772",16,23,32,19,0.864547526896533
"404780",15,23,30,18,0.882575285895456
"404783",8,20,33,13,0.333735029049354
"404820",7,26,31,20,0.279125847190809
"404821",13,22,29,16,0.796159850694498
"404824",10,19,32,13,0.545131082451983
"404825",6,25,30,17,0.176777747698552
"404829",16,25,32,21,0.902673308916949
"404830",9,26,30,15,0.33545995134999
"404847",14,28,31,25,0.848372181187492
"404849",11,25,30,20,0.677685858456855
"404859",17,20,38,17,0.731050092099906
"404860",9,21,33,19,0.602350392049633
"404868",18,23,34,17,0.793571514545917
"404869",13,20,30,13,0.719034555220873
"404873",9,28,30,21,0.423055801501457
"404879",10,20,33,7,0.18635092499275
"404890",9,18,34,9,0.273096096195563
"404900",19,22,36,17,0.731769694067431
"404903",8,26,32,20,0.351843489698405
"404905",11,19,33,13,0.600047376429558
"404907",4,22,30,14,0.0616727981681851
"404908",9,19,33,13,0.458881667602074
"404913",17,22,37,20,0.833087988270114
"404916",14,22,29,15,0.804079711597815
"404918",17,20,36,17,0.739316751010541
"404926",16,23,33,20,0.873954622266949
"404932",9,21,34,18,0.535108400664206
"404950",16,19,37,16,0.708709153496778
"404984",21,21,16,42,0.516027400600769
"404995",8,34,19,39,0.357187653479154
"405055",8,34,25,33,0.343554124504726
"405086",16,22,31,15,0.7975804957503
"405094",15,24,31,20,0.893204790204168
"405113",7,35,23,35,0.274463644194819
"405143",17,23,33,19,0.854749272677143
"405149",7,23,33,17,0.269602189319027
"405159",15,24,32,21,0.906294844139465
"405170",7,21,33,15,0.279773159951845
"405174",10,28,29,23,0.556878286008413
"405183",7,23,34,20,0.331428974199593
"405189",7,27,31,23,0.2984976682192
"405200",10,26,29,19,0.542922619082542
"405207",13,16,36,13,0.65920618222492
"405213",11,24,32,23,0.746969376370639
"405219",11,19,31,9,0.406093552942857
"405220",8,23,30,13,0.267644278336583
"405226",11,21,32,18,0.747882256002588
"405228",13,18,32,11,0.610761274065243
"405229",9,18,35,12,0.422503768693337
"405234",13,17,33,9,0.504000726605108
"405246",12,20,34,20,0.836902116266869
"405247",7,24,31,16,0.243075658572122
"405249",10,16,37,11,0.47215738378341
"405251",8,28,30,18,0.267702912177414
"405252",17,24,33,20,0.876188085447371
"405255",10,18,36,6,0.15013264253768
"405258",8,22,30,10,0.193297083737762
"405265",12,15,38,11,0.55198708445404
"405272",10,24,31,23,0.690788709379832
"405273",11,15,36,8,0.379307642464059
"405277",7,20,35,16,0.314426118929243
"405279",10,19,33,16,0.664513866164586
"405299",19,23,15,43,0.693819484436198
"405349",8,34,23,35,0.349242069618696
"405355",10,24,32,22,0.634129613333798
"405362",21,21,17,41,0.549426177125036
"405374",10,32,30,28,0.481517147498242
"405381",24,18,24,34,0.377695665507157
"405418",8,26,31,23,0.411737640867272
"405424",25,17,40,18,0.318291694413384
"405445",14,25,32,23,0.879778790577969
"405481",8,21,33,16,0.406184556513726
"405488",15,20,33,16,0.785616177705244
"405490",9,28,31,24,0.454288027300332
"405520",14,24,30,18,0.825132196684254
"405556",13,18,33,12,0.646250900154816
"405560",9,28,28,19,0.405552082203176
"405561",20,21,37,16,0.647297728982585
"405563",10,23,28,9,0.270047588964608
"405565",13,17,33,11,0.61227377422328
"405576",7,16,37,10,0.212238055994124
"405578",20,18,40,12,0.488480600362461
"405589",10,17,33,10,0.441799872411943
"405590",14,24,31,19,0.844528991810987
"405595",6,21,32,11,0.102752777243066
"405598",9,30,29,22,0.386848985793855
"405605",14,19,34,15,0.754420688747201
"405610",10,15,37,8,0.328672197072425
"405617",24,18,18,40,0.276289545243085
"405623",7,35,24,34,0.272052998621929
"405697",24,18,29,29,0.394458848682548
"405701",10,22,33,21,0.696189631906843
"405745",13,27,30,22,0.781671442979307
"405747",10,32,20,38,0.531172855193676
"405785",10,20,34,20,0.732001302113971
"405807",28,14,32,26,0.150112438766189
"405827",15,19,34,14,0.719825498648217
"405846",14,23,29,16,0.82119902363122
"405852",14,20,35,19,0.833079219782298
"405876",15,23,32,20,0.889492053326004
"405881",6,24,32,16,0.151470639275423
"405883",11,21,33,23,0.832288284458752
"405886",10,18,35,17,0.706584021173716
"405895",12,17,32,9,0.508326091845713
"405899",13,26,31,22,0.795395150970455
"405904",3,23,31,13,0.017802971735762
"405914",13,19,33,15,0.756663984119505
"405916",11,27,28,18,0.589421001286745
"405917",8,23,31,14,0.279890703003639
"405919",24,18,44,14,0.375466870444447
"405921",16,16,42,12,0.52087243625175
"405934",15,25,28,16,0.825227905686402
"405936",18,21,36,15,0.692267562191245
"405939",24,18,38,20,0.392142461216402
"405940",15,21,33,17,0.825639303057365
"405963",25,17,15,43,0.139324858198086
"405999",13,29,16,42,0.811298785442523
"406073",13,24,28,15,0.735579621616491
"406086",12,25,31,22,0.765653853069808
"406090",8,29,30,25,0.372049969629959
"406144",16,20,34,14,0.722407707422604
"406150",10,17,34,13,0.584406493603221
"406152",12,25,33,24,0.788918397809324
"406154",10,18,34,16,0.681872317457379
"406159",27,15,42,16,0.196680815401267
"406173",12,21,32,17,0.764863719684433
"406179",10,17,37,6,0.163512100169282
"406190",18,24,34,20,0.855558044067236
"406194",18,24,34,18,0.827719425452055
"406198",8,23,33,18,0.380516612979452
"406210",12,16,34,10,0.53871087242924
"406214",13,27,31,23,0.797231633325497
"406215",7,20,33,12,0.214770890517701
"406218",12,17,34,13,0.667354805778385
"406219",8,24,33,23,0.467603831308631
"406221",13,19,32,14,0.732430218565544
"406225",14,18,34,14,0.71551873238718
"406226",7,25,31,17,0.232943625856638
"406234",11,20,32,13,0.580243185038783
"406236",13,22,31,16,0.773935774725704
"406240",13,18,32,7,0.37554458204884
"406241",17,21,35,17,0.781336700603388
"406244",19,20,34,13,0.63858096434882
"406254",8,23,32,15,0.317981201536998
"406257",12,14,36,10,0.515935938121361
"406258",12,26,30,20,0.709228323205199
