"","p.IP","p.PC","freq.mntr","enr.shape","out.mean","fut.mix.prob","eff.mix.prob","inf.mix.prob","cred.tail","max.ss","min.ss","reps"
"342",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"343",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"344",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"345",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"346",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"347",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"348",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"349",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"350",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"351",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"352",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"353",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"354",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"355",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"356",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"357",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"358",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"359",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"360",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"361",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"362",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"363",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"364",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"365",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"366",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"367",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"368",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"369",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"370",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"371",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"372",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"373",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"374",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"375",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"376",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"377",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"378",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"379",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"380",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"381",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"382",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"383",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"384",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"385",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"386",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
